,ETOT,ELST,key,ele,vdw,chm,intern,SE,MSE
40,-43.80017274493714,-107.67582313872344,test135,-75.15302,2.66434,-72.48868,18.77156,823.0304485237943,2167.9858845838635
41,-54.44493530374185,-176.4872001958794,test136,-123.65171,7.70265,-115.94905999999999,24.42502,3782.75735465287,2167.9858845838635
42,-50.45525641061224,-133.87397588785322,test137,-97.19323,4.13561,-93.05762,11.69092,1814.9613834023917,2167.9858845838635
43,-45.19801099834408,-150.9155777814763,test138,-102.92229,5.71891,-97.20338000000001,17.933,2704.5584049983954,2167.9858845838635
44,-52.99407958898914,-167.51572349274684,test139,-115.23974,5.55256,-109.68718,12.72379,3214.10763421296,2167.9858845838635
45,-51.89070967087334,-151.73110626061174,test14,-104.56389,5.35831,-99.20558,18.43751,2238.69695426207,2167.9858845838635
46,-40.25312989981951,-162.38616686433747,test140,-109.00292,6.9951,-102.00782000000001,14.6143,3813.641749369331,2167.9858845838635
47,-58.15352712247324,-156.2753130910405,test141,-106.39535,4.00416,-102.39119,14.81058,1956.9708168657085,2167.9858845838635
48,-45.40072709235454,-134.73457950885012,test142,-92.21058,4.43123,-87.77935,17.92923,1795.9476795484118,2167.9858845838635
49,-48.31969219126544,-134.7828567537543,test143,-96.46386,4.81354,-91.65032,20.6123,1877.5433062990803,2167.9858845838635
50,-50.12297020931575,-143.44370738303908,test144,-97.96086,5.15949,-92.80136999999999,19.35916,1821.4458086934765,2167.9858845838635
51,-40.91866836848124,-142.3724519237108,test145,-94.81301,5.3287,-89.48431000000001,17.72821,2358.621547081109,2167.9858845838635
52,-40.0722767229967,-155.15181182962692,test146,-102.8003,6.69316,-96.10713999999999,20.8948,3139.905902472452,2167.9858845838635
53,-55.54267306986085,-128.07285325736143,test148,-96.40121,2.94216,-93.45905,15.41809,1437.651639508389,2167.9858845838635
54,-40.9005178658614,-160.67539473830612,test149,-108.99749,6.91464,-102.08285,20.7539,3743.2777653720477,2167.9858845838635
55,-48.35191341125729,-146.57038381919944,test15,-95.743,4.55613,-91.18687,13.36179,1834.8335059594722,2167.9858845838635
56,-47.24594644858318,-164.5315849883094,test150,-115.31104,7.03422,-108.27682,22.00892,3724.767526449029,2167.9858845838635
57,-45.29350138294888,-187.84353704420693,test151,-124.19423,8.13303,-116.0612,19.21039,5008.067167553778,2167.9858845838635
58,-46.28350085091007,-136.75046679007744,test152,-93.19775,4.32909,-88.86866,12.45693,1813.495779753318,2167.9858845838635
59,-54.75904974181982,-145.65532272569655,test153,-103.71054,4.26465,-99.44588999999999,15.84559,1996.913692260112,2167.9858845838635
60,-26.43755047708526,-143.29701323108247,test154,-96.67791,7.51946,-89.15845,22.43339,3933.911236963567,2167.9858845838635
61,-36.74232932264504,-137.82934527880394,test155,-97.21695,6.25144,-90.96551,25.72792,2940.1533227690798,2167.9858845838635
62,-33.40959020712605,-105.9541763411078,test156,-70.21357,3.36944,-66.84413,16.39021,1117.868451161272,2167.9858845838635
63,-31.380713673252643,-116.60926700545888,test157,-79.48052,4.26869,-75.21182999999999,12.49124,1921.166758448858,2167.9858845838635
64,-32.42433288208314,-117.94562547338654,test158,-79.20636,4.12681,-75.07955,30.87375,1819.4675473766272,2167.9858845838635
65,-34.99924642680685,-122.99395739898225,test159,-84.22204,4.41207,-79.80997,12.6345,2008.000947153129,2167.9858845838635
66,-39.2799749017728,-148.86549921809151,test16,-100.80082,7.00252,-93.7983,12.08171,2972.2477715159894,2167.9858845838635
67,-24.296620965715245,-101.54485804113348,test160,-65.1042,4.36381,-60.740390000000005,21.8182,1328.1483014242924,2167.9858845838635
68,-26.0960245549418,-106.88493338894992,test161,-66.52569,3.55846,-62.96723,16.39287,1359.4857909716895,2167.9858845838635
69,-45.41503264263655,-108.34223550917952,test162,-78.5058,2.61178,-75.89402,14.11538,928.9686703303211,2167.9858845838635
70,-41.60278229635309,-123.9595630576499,test163,-82.73177,3.47359,-79.25818,19.64602,1417.9289762198166,2167.9858845838635
71,-45.511328684731645,-130.524472641177,test164,-92.02763,4.78555,-87.24208,16.41969,1741.4556053367717,2167.9858845838635
72,-36.37285129921257,-96.47672323874632,test165,-73.02007,3.03774,-69.98233,12.36044,1129.5970585386842,2167.9858845838635
73,-46.46380751147482,-129.2883333635538,test166,-92.91368,3.87266,-89.04102,15.41099,1812.8190232930249,2167.9858845838635
74,-40.20605320852289,-107.94459975881328,test167,-71.02931,2.42922,-68.60009,14.43033,806.2213253157555,2167.9858845838635
75,-49.338587792581045,-147.20331253071535,test168,-105.6512,5.18906,-100.46214,16.14494,2613.617590304692,2167.9858845838635
76,-35.8685599689158,-116.17475604695396,test169,-83.41058,4.69901,-78.71157,14.5362,1835.5235085235813,2167.9858845838635
77,-39.476388505097376,-157.07152174968743,test17,-108.38745,7.46341,-100.92404,19.08834,3775.8138742390092,2167.9858845838635
78,-30.765856958687905,-122.95144393133876,test170,-80.6578,4.29781,-76.35999,17.85527,2078.824967788867,2167.9858845838635
79,-39.86747659432934,-98.29762920432536,test171,-72.16985,2.71579,-69.45406,16.11443,875.3659176207065,2167.9858845838635
80,-40.5156865435123,-132.40396554491716,test172,-89.72964,4.83947,-84.89017,19.09209,1969.0947820301,2167.9858845838635
81,-40.72174126621143,-128.81573581960114,test173,-86.59181,3.88506,-82.70675,20.00494,1762.7409583763024,2167.9858845838635
82,-55.15928495108599,-165.16873641732903,test174,-118.99058,6.25115,-112.73943,15.84785,3315.473103853976,2167.9858845838635
83,-25.34079741423204,-77.44474388745736,test175,-53.85791,2.28754,-51.57037,13.04284,687.99047803207,2167.9858845838635
84,-33.96463282274209,-114.00561805104503,test176,-80.68109,3.98803,-76.69306,23.79613,1825.7184890422327,2167.9858845838635
85,-26.06513513375428,-109.9762946221092,test177,-75.79819,5.2422,-70.55599000000001,13.0768,1979.436166729341,2167.9858845838635
86,-31.1515504250346,-87.78402110266923,test178,-57.77689,2.52722,-55.24967,9.83609,580.7193670493307,2167.9858845838635
87,-50.23388792039713,-139.001820934878,test179,-102.25848,4.44014,-97.81834,17.16149,2264.2800797160226,2167.9858845838635
88,-49.70656852586623,-173.79759390271155,test18,-122.22619,6.33451,-115.89168000000001,19.68496,4380.468980843514,2167.9858845838635
89,-28.08176965548119,-110.309879320302,test180,-78.03051,3.7171,-74.31341,26.91427,2137.36456894494,2167.9858845838635
90,-42.81095578568853,-134.221893952296,test181,-95.57579,5.85861,-89.71718,17.36976,2200.1938700432597,2167.9858845838635
91,-27.07610805726149,-148.31082025607824,test182,-98.45411,6.94947,-91.50464,16.38894,4151.035728296475,2167.9858845838635
92,-41.04067597177673,-131.65871735681145,test183,-93.72158,5.27227,-88.44931,17.90388,2247.578580422009,2167.9858845838635
93,-43.22724620024905,-117.3161503431281,test184,-81.91224,3.41983,-78.49240999999999,17.60705,1243.6317778232644,2167.9858845838635
94,-42.84572204695166,-114.02143811612484,test185,-82.64504,3.2869,-79.35813999999999,20.81868,1333.1566647780862,2167.9858845838635
95,-45.91974457018866,-155.8968131302131,test186,-106.80847,6.37613,-100.43234,16.0885,2971.6230604942875,2167.9858845838635
96,-51.66000966928104,-146.72762624431434,test187,-104.91866,5.28633,-99.63233,20.2678,2301.3435179131116,2167.9858845838635
97,-44.59094520310114,-137.1230947462842,test188,-99.37444,5.19991,-94.17453,14.55954,2458.53188131126,2167.9858845838635
98,-39.65060251554995,-115.22726791230156,test189,-75.31532,3.21732,-72.098,23.4356,1052.8336035138955,2167.9858845838635
99,-33.09197674985095,-165.51203329259192,test19,-106.49989,7.65635,-98.84353999999999,23.05684,4323.268069838351,2167.9858845838635
100,-45.840356347978855,-154.77428579232304,test190,-101.07116,5.67174,-95.39942,18.61848,2456.1007900650843,2167.9858845838635
101,-42.92690930400772,-150.77539526575512,test191,-99.74904,6.13489,-93.61415,17.42404,2569.196369373455,2167.9858845838635
102,-41.35462289884055,-153.95580090203546,test192,-107.65084,7.08618,-100.56466,19.06357,3505.8284935206784,2167.9858845838635
103,-39.90778124070134,-122.18767302673902,test193,-87.08771,4.57708,-82.51063,18.10712,1815.002722407676,2167.9858845838635
104,-41.2367900092404,-105.87995229689372,test194,-77.28534,3.21249,-74.07285,13.31752,1078.2068357167634,2167.9858845838635
105,-35.24028352808902,-125.5721015916351,test195,-85.56556,5.22239,-80.34317,21.45125,2034.2703680980903,2167.9858845838635
106,-42.081846186419824,-158.01081793150533,test196,-111.17841,6.25254,-104.92587,26.91503,3949.3713290818328,2167.9858845838635
107,-64.15621398868493,-199.0735960423728,test197,-136.84296,6.53384,-130.30912,16.07755,4376.206973741887,2167.9858845838635
108,-52.89521881202912,-157.52229247282332,test198,-115.38965,5.65924,-109.73041,15.38341,3230.2389573732034,2167.9858845838635
109,-54.48480546539031,-195.4135346647164,test199,-136.41482,7.89185,-128.52297,20.93185,5481.649807653935,2167.9858845838635
110,-56.5831047609109,-145.31396927348297,test2,-104.21468,4.1713,-100.04338,21.53675,1888.795523857381,2167.9858845838635
111,-37.76861521139829,-168.23914913469463,test20,-114.28258,7.4168,-106.86578,18.52639,4774.418181823179,2167.9858845838635
112,-46.083509172834496,-147.10150078557496,test200,-103.4645,5.53404,-97.93046,21.83264,2688.1063100745173,2167.9858845838635
113,-44.37361925441084,-137.25983833457175,test201,-98.89848,4.51644,-94.38204,21.84261,2500.842145467873,2167.9858845838635
114,-45.11804342759834,-144.90684024697316,test202,-100.3973,5.50886,-94.88844,16.08363,2477.0923749741314,2167.9858845838635
115,-41.41602130094132,-148.095383031918,test203,-97.78062,6.1782,-91.60242,16.6014,2518.6746143808787,2167.9858845838635
116,-44.87817780223173,-178.41267859215537,test204,-116.76761,7.44444,-109.32317,11.23162,4153.157019370414,2167.9858845838635
117,-39.34693557406717,-154.0365980105984,test205,-112.04667,7.85476,-104.19191000000001,21.40562,4204.8707082998835,2167.9858845838635
118,-41.4963524033452,-122.31794051779464,test206,-88.26972,3.91383,-84.35589,15.09378,1836.9399629990667,2167.9858845838635
119,-47.901660217469576,-194.8511805624918,test207,-130.61228,8.64567,-121.96661,19.4173,5485.616786288753,2167.9858845838635
120,-35.90465400985734,-127.81953344147594,test208,-87.54323,4.36685,-83.17638,20.59152,2234.6160780871287,2167.9858845838635
121,-45.60484036246108,-149.83564069105347,test209,-101.32673,5.0733,-96.25343,14.26408,2565.279632271814,2167.9858845838635
122,-40.477651329698354,-155.47089740075356,test21,-105.70847,5.99901,-99.70946,19.11747,3508.4071583552222,2167.9858845838635
123,-32.77046440382754,-85.05092138911601,test210,-59.16023,1.8138,-57.34643,20.34698,603.9780849842523,2167.9858845838635
124,-26.413216756575384,-84.45033074057866,test211,-59.05683,2.69855,-56.35828,20.70439,896.7068126527,2167.9858845838635
125,-58.55110198803156,-149.53919656288446,test212,-108.74329,4.43549,-104.3078,23.29442,2093.6754129584765,2167.9858845838635
126,-41.29889144551238,-160.4718472489608,test213,-110.08059,7.55834,-102.52225,11.4575,3748.299632691352,2167.9858845838635
127,-32.614846039544794,-138.10725412278302,test214,-95.87744,6.58142,-89.29602000000001,11.68157,3212.755481535387,2167.9858845838635
128,-43.86342081764312,-114.91912893560288,test215,-83.09673,3.52653,-79.5702,15.51022,1274.974079577595,2167.9858845838635
129,-56.01864847003271,-139.80536488287507,test216,-101.52541,3.89813,-97.62728,17.20207,1731.2782177965883,2167.9858845838635
130,-61.3981145410925,-131.00743333647634,test217,-94.89543,2.79784,-92.09759000000001,15.41525,942.4577934520647,2167.9858845838635
131,-47.314226759783175,-112.81207356509336,test218,-79.08464,3.02113,-76.06351,20.5637,826.5212868262117,2167.9858845838635
132,-45.74012389663705,-130.48197714917265,test219,-87.5886,4.16797,-83.42063,13.0491,1419.8205402055726,2167.9858845838635
133,-23.98885409033258,-163.4849574576487,test22,-103.23627,9.21858,-94.01769,17.15612,4904.037858863126,2167.9858845838635
134,-33.09525164553727,-97.20612473827424,test220,-67.25923,3.2158,-64.04343,19.01173,957.7897434596357,2167.9858845838635
135,-51.3169735467115,-129.46636079962093,test221,-93.23523,4.06648,-89.16875,24.63257,1432.7569806697259,2167.9858845838635
136,-50.31843125145876,-120.34939097732784,test222,-84.03366,2.86832,-81.16534,17.08655,951.53177934083,2167.9858845838635
137,-29.330299628823752,-83.33881154184152,test223,-54.23019,1.98551,-52.24468,17.76908,525.0688277949474,2167.9858845838635
138,-44.58539826795701,-110.75471725714624,test224,-77.69398,2.56957,-75.12441,15.66285,932.6312375698592,2167.9858845838635
139,-42.64677171932011,-106.43444961693464,test225,-80.62772,2.8557,-77.77202,16.15382,1233.7830667794055,2167.9858845838635
140,-40.764091645329536,-122.33695053302912,test226,-88.57277,4.12621,-84.44656,17.35147,1908.1580415567869,2167.9858845838635
141,-24.10876256254792,-88.94888727791108,test227,-57.64263,3.31841,-54.32422,17.321,912.973868154478,2167.9858845838635
142,-38.07894159024603,-98.65467108838052,test228,-66.58001,2.22351,-64.3565,14.56062,690.5100759780313,2167.9858845838635
143,-38.50043047090157,-98.7234569474426,test229,-68.02026,2.33444,-65.68581999999999,19.73564,739.0454038488142,2167.9858845838635
144,-33.9959211102126,-125.14051527964178,test23,-87.89392,5.32051,-82.57341,20.54819,2359.772426837418,2167.9858845838635
145,-22.439797215411147,-128.35366633326757,test230,-82.81952,6.41077,-76.40875,21.62714,2912.647864665181,2167.9858845838635
146,-31.783964624425963,-116.19379279722608,test231,-80.65913,4.78864,-75.87049,21.73955,1943.6217196911339,2167.9858845838635
147,-46.84886421425525,-146.2850072451346,test232,-105.19441,5.51811,-99.6763,22.49398,2790.737971696985,2167.9858845838635
148,-50.75058927765844,-122.1725420140302,test233,-89.60949,3.05652,-86.55296999999999,15.83671,1281.8104653874937,2167.9858845838635
149,-53.12393983368884,-155.5111494441855,test234,-112.49179,6.36747,-106.12432,30.53904,2809.0402977735093,2167.9858845838635
150,-43.38550005897062,-158.3038714201488,test235,-111.81565,6.97594,-104.83971000000001,18.17354,3776.6199194761157,2167.9858845838635
151,-55.293444538156734,-156.29564396694542,test236,-110.07179,5.23412,-104.83766999999999,27.42727,2454.6302766139574,2167.9858845838635
152,-50.63718342833963,-188.72134413949175,test237,-132.61001,9.07487,-123.53513999999998,15.60461,5314.11207232368,2167.9858845838635
153,-62.71311716070368,-163.18664270752168,test238,-115.72242,5.00591,-110.71651,15.91244,2304.325724083805,2167.9858845838635
154,-42.77739505452968,-170.1052841479431,test239,-112.31405,6.73203,-105.58202,24.05347,3944.4209145411933,2167.9858845838635
155,-48.07180972897045,-154.97672505662044,test24,-106.74306,6.37782,-100.36524,17.9878,2734.6028495110295,2167.9858845838635
156,-35.6196761475793,-114.62786070307146,test240,-81.63519,3.87111,-77.76407999999999,19.67204,1776.1507760759323,2167.9858845838635
157,-48.45370018491527,-166.70865438482377,test241,-113.55792,6.31006,-107.24786,20.50594,3456.7532283617243,2167.9858845838635
158,-25.20624804133676,-157.858063415495,test242,-101.70656,9.29305,-92.41351,17.92812,4516.816059980383,2167.9858845838635
159,-41.41461755635027,-157.1030820591424,test243,-111.26893,7.38298,-103.88595,16.59352,3902.667377285002,2167.9858845838635
160,-49.23605117930186,-149.3395144116298,test244,-102.36403,4.61181,-97.75222,27.89634,2353.818637038482,2167.9858845838635
161,-35.84331885440456,-136.9727617818995,test245,-88.71018,5.01138,-83.69879999999999,21.20995,2290.14707567644,2167.9858845838635
162,-55.63179293880879,-190.61828494664647,test246,-129.94329,8.10309,-121.8402,16.8844,4383.5531655803925,2167.9858845838635
163,-56.94484282877271,-160.48322827279827,test247,-116.58782,4.74674,-111.84107999999999,22.75559,3013.596855559636,2167.9858845838635
164,-48.35644352067288,-138.77413488496305,test248,-103.83109,4.95901,-98.87208,12.68195,2551.8295289115244,2167.9858845838635
165,-41.56104260747687,-135.6264121909387,test249,-97.02794,5.78731,-91.24063,15.60394,2468.0614034913424,2167.9858845838635
166,-49.99556670850145,-157.5512280354598,test25,-110.2536,5.94805,-104.30555000000001,25.78834,2949.574285122853,2167.9858845838635
167,-38.7380142635374,-117.02577662761648,test251,-82.81263,3.87435,-78.93827999999999,16.22425,1616.061365282208,2167.9858845838635
168,-52.331810881892174,-156.84807440430177,test252,-107.41797,5.51034,-101.90763,12.44457,2457.761841231345,2167.9858845838635
169,-39.86820042841406,-133.8708897883563,test253,-93.4952,4.90264,-88.59255999999999,11.42328,2374.0632156611973,2167.9858845838635
170,-43.20790861779712,-156.47015708758966,test254,-110.75456,6.86012,-103.89444,20.31428,3682.855091203095,2167.9858845838635
171,-28.570833596256143,-101.8127967557559,test255,-68.08945,3.62975,-64.4597,26.7223,1288.0107317457744,2167.9858845838635
172,-42.99176505979666,-127.72355145017605,test256,-84.40164,4.06421,-80.33743,12.24226,1394.6986898259327,2167.9858845838635
173,-44.932354061017634,-81.25810139160416,test257,-63.49339,1.78102,-61.71237,16.53681,281.56893491250224,2167.9858845838635
174,-42.588355627449,-102.6505912915069,test258,-74.54638,3.14349,-71.40289,15.73173,830.2773911069231,2167.9858845838635
175,-40.55564454265653,-109.59836302761026,test259,-76.07446,3.67258,-72.40188,23.02188,1014.1827128045608,2167.9858845838635
176,-40.053250887194245,-107.883426397981,test26,-78.65604,3.4658,-75.19024,11.77701,1234.6080039134304,2167.9858845838635
177,-44.0862442108813,-130.67633517341457,test260,-92.71867,5.50534,-87.21333,25.04349,1859.9455286620043,2167.9858845838635
178,-31.409754463141773,-115.2965593339948,test261,-80.68447,4.62358,-76.06089,23.32415,1993.7239047308838,2167.9858845838635
179,-21.50223414682146,-118.64198640165654,test262,-75.6374,5.31085,-70.32655,13.75439,2383.813818530941,2167.9858845838635
180,-46.84958075608749,-157.25981159329487,test263,-108.23884,5.9825,-102.25634,14.01907,3069.9089699128835,2167.9858845838635
181,-32.64209455027326,-153.58057753692677,test264,-102.64429,6.82756,-95.81672999999999,18.89865,3991.03456420587,2167.9858845838635
182,-38.81364054815628,-124.85678396725818,test265,-88.79496,4.35185,-84.44311,19.79669,2082.0484824567397,2167.9858845838635
183,-46.77256532519201,-117.41544199950528,test266,-85.80102,3.24076,-82.56026,17.77157,1280.75909013728,2167.9858845838635
184,-36.76166338380848,-108.1602914487454,test267,-74.23485,3.5664,-70.66844999999999,14.99424,1149.6701786359438,2167.9858845838635
185,-27.124647639710098,-77.88177268517107,test268,-50.77117,2.12575,-48.64542,15.4212,463.14364298341786,2167.9858845838635
186,-24.226429598822516,-102.34632079423524,test269,-65.32326,3.63267,-61.69059000000001,19.99547,1403.563314565156,2167.9858845838635
187,-28.817197537407875,-91.62209929924812,test27,-61.96496,3.08963,-58.87533,23.48252,903.4913271387344,2167.9858845838635
188,-31.564643642322967,-126.69266452488584,test270,-86.28137,5.11012,-81.17125,18.75473,2460.815394325524,2167.9858845838635
189,-42.71875441567717,-128.76793086301893,test271,-88.01537,4.72932,-83.28605,21.29374,1645.705471025819,2167.9858845838635
190,-44.649729504111775,-146.59434315231684,test272,-105.24426,5.78107,-99.46319,13.35195,3004.515451534299,2167.9858845838635
191,-39.89817280001389,-147.062164081418,test273,-96.99729,5.7693,-91.22799,21.39958,2634.750133783991,2167.9858845838635
192,-43.21842373974321,-171.52091352818866,test274,-123.43074,7.34931,-116.08143,27.43408,5309.017681282219,2167.9858845838635
193,-57.44479921216996,-165.5119025496499,test275,-119.8886,5.81796,-114.07064,15.80582,3206.4858449286758,2167.9858845838635
194,-55.31843935599351,-133.67847609177372,test276,-98.71122,3.56308,-95.14814,11.26366,1586.4050533911707,2167.9858845838635
195,-66.7277385389735,-137.3020409746497,test277,-103.69126,3.01645,-100.67481,10.48242,1152.4036607800397,2167.9858845838635
196,-40.78170279337689,-104.30679612932616,test278,-74.10182,2.3328,-71.76902,19.27749,960.2138276638807,2167.9858845838635
197,-40.37626104168308,-160.26937282904,test279,-107.91237,7.06855,-100.84382,24.18422,3656.3256863775323,2167.9858845838635
198,-19.354347363708783,-56.94982928702664,test28,-35.80802,1.43976,-34.36826,20.82023,225.41757265018506,2167.9858845838635
199,-39.5041575682209,-143.60964727919935,test280,-95.40894,5.94255,-89.46639,8.89508,2496.22466956712,2167.9858845838635
200,-41.19104631220788,-98.65688720018257,test281,-72.43064,2.50247,-69.92817,19.04847,825.8222778474626,2167.9858845838635
201,-24.716204707835537,-140.73024182726598,test282,-94.46305,7.69768,-86.76536999999999,19.60289,3850.0989134543456,2167.9858845838635
202,-33.28142355274893,-134.4773159046434,test283,-93.12811,5.87635,-87.25176,23.06586,2912.7972162294773,2167.9858845838635
203,-55.61743682433496,-128.01590531891327,test284,-91.23156,3.18605,-88.04551000000001,9.77953,1051.5799298862871,2167.9858845838635
204,-37.914023941888246,-148.16085779050167,test285,-100.32779,6.41936,-93.90843,16.0404,3135.373509800702,2167.9858845838635
205,-51.04226246888253,-153.80753018901422,test286,-112.64346,6.1375,-106.50596,19.89931,3076.2217438232865,2167.9858845838635
206,-26.037540174494477,-116.21614284573435,test287,-81.00654,5.30526,-75.70128,22.22393,2466.4870534555025,2167.9858845838635
207,-51.975479884448525,-142.61605846236657,test288,-106.49828,4.90471,-101.59357,18.0505,2461.954866714987,2167.9858845838635
208,-46.79394585055656,-136.37845572074997,test289,-96.46891,4.39886,-92.07005,17.72982,2049.925606951249,2167.9858845838635
209,-30.02590704353895,-113.5775438821184,test29,-80.42687,5.40568,-75.02118999999999,15.91162,2024.5754883319933,2167.9858845838635
210,-41.83745038474519,-104.15734834639102,test290,-74.52196,2.90167,-71.62029000000001,18.98486,887.017535547992,2167.9858845838635
211,-33.982238013432806,-133.41535331093996,test291,-94.4102,5.14833,-89.26187,23.98833,3055.837712570303,2167.9858845838635
212,-35.945701055009216,-93.14311625926244,test292,-64.98661,2.83592,-62.15069,14.46896,686.701445607089,2167.9858845838635
213,-54.54970455904695,-154.6158079137365,test294,-109.45965,5.17421,-104.28544,17.43145,2473.6433798524727,2167.9858845838635
214,-49.16658609056217,-110.51998063063324,test295,-81.461,2.51727,-78.94373,19.0995,886.6782994033706,2167.9858845838635
215,-38.47693666835039,-123.7791106490843,test296,-85.26668,4.09695,-81.16972999999999,16.94524,1822.6746024589443,2167.9858845838635
216,-44.27252279564236,-105.55131680892222,test297,-75.18771,2.93324,-72.25447,13.20551,782.9893693474583,2167.9858845838635
217,-54.92522877016166,-133.27265256655596,test298,-96.09393,3.51659,-92.57734,12.93675,1417.681480064119,2167.9858845838635
218,-42.92384596131684,-130.82074426163808,test299,-91.46738,4.73178,-86.7356,21.57576,1919.4697919460705,2167.9858845838635
219,-49.24375662810415,-104.97629002167668,test3,-76.97835,2.09688,-74.88147000000001,18.07346,657.2923469394876,2167.9858845838635
220,-42.13459025601104,-119.14731395562193,test30,-82.90578,3.94788,-78.9579,25.05909,1355.956140501752,2167.9858845838635
